user_id,ad_id,device,location,weekday,month,hour,clicked,converted,age_group,gender,country,category,advertiser_id,format,bid,user_historical_ctr,ad_historical_ctr,user_x_category_ctr,user_x_advertiser_converted,user_x_category_converted
2,3,mobile,US,7,8,18,1,1,25-34,F,UK,shoes,1,carousel,1.8,0.38,0.4411764705882353,0.8823529411764706,1,1
2,1,mobile,US,4,4,11,0,0,25-34,F,UK,shoes,1,image,1.2,0.38,0.35294117647058826,0.8823529411764706,1,1
3,11,mobile,EU,3,9,0,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,7,mobile,EU,4,9,7,0,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,16,mobile,US,3,4,12,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,10,mobile,US,5,9,11,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,18,mobile,EU,3,5,8,0,0,35-44,M,Germany,food,5,image,0.9,0.34,0.20689655172413793,0.0625,0,0
3,7,mobile,EU,7,12,5,1,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,9,desktop,Asia,5,10,9,0,0,35-44,M,Germany,tech,3,image,3.2,0.34,0.2,0.0625,0,0
3,7,mobile,US,3,1,22,1,1,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,2,mobile,EU,2,11,15,1,1,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,10,mobile,US,2,1,8,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,16,mobile,US,4,2,18,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,2,mobile,Asia,3,2,7,1,0,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,20,mobile,EU,7,9,12,0,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,15,mobile,EU,4,5,18,0,0,35-44,M,Germany,food,5,image,0.8,0.34,0.2692307692307692,0.0625,0,0
3,20,tablet,US,7,4,20,0,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,3,mobile,US,1,3,0,1,0,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,16,mobile,US,6,5,22,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,3,mobile,Asia,7,11,18,1,0,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,14,mobile,US,2,5,4,0,0,35-44,M,Germany,tech,4,image,3.0,0.34,0.5,0.0625,0,0
3,6,desktop,EU,7,10,9,1,0,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,10,mobile,Asia,5,9,15,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,20,mobile,US,3,10,8,1,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,19,mobile,US,7,11,8,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
3,6,mobile,EU,3,3,18,1,0,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,3,mobile,US,3,11,3,1,1,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,16,mobile,Asia,7,9,1,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,11,mobile,US,7,7,16,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,1,mobile,EU,4,1,6,1,0,35-44,M,Germany,shoes,1,image,1.2,0.34,0.35294117647058826,0.8333333333333334,1,1
3,16,mobile,EU,2,5,17,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,10,mobile,EU,1,1,20,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,8,desktop,US,1,9,13,0,0,35-44,M,Germany,tech,3,video,4.5,0.34,0.25,0.0625,0,0
3,4,mobile,US,7,3,15,0,0,35-44,M,Germany,shoes,2,image,1.0,0.34,0.20689655172413793,0.8333333333333334,1,1
3,10,mobile,US,7,8,15,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,18,mobile,US,5,9,23,0,0,35-44,M,Germany,food,5,image,0.9,0.34,0.20689655172413793,0.0625,0,0
3,3,mobile,EU,4,6,16,1,1,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,10,desktop,EU,6,8,4,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,16,mobile,EU,5,7,14,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,7,tablet,US,4,4,13,1,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,13,mobile,EU,7,11,4,0,0,35-44,M,Germany,tech,4,carousel,2.5,0.34,0.3888888888888889,0.0625,0,0
3,2,mobile,Asia,3,2,14,1,0,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,1,desktop,US,6,3,2,1,0,35-44,M,Germany,shoes,1,image,1.2,0.34,0.35294117647058826,0.8333333333333334,1,1
3,11,mobile,US,1,6,21,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,13,tablet,EU,7,8,17,1,0,35-44,M,Germany,tech,4,carousel,2.5,0.34,0.3888888888888889,0.0625,0,0
3,10,tablet,EU,4,2,20,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,4,mobile,EU,1,1,10,0,0,35-44,M,Germany,shoes,2,image,1.0,0.34,0.20689655172413793,0.8333333333333334,1,1
3,10,mobile,US,2,9,13,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,6,mobile,US,7,7,19,1,1,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,19,mobile,US,3,8,8,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
3,15,tablet,EU,2,2,14,0,0,35-44,M,Germany,food,5,image,0.8,0.34,0.2692307692307692,0.0625,0,0
3,19,mobile,Asia,6,5,14,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
4,7,tablet,Asia,1,4,12,0,0,25-34,F,US,shoes,2,image,1.3,0.26,0.2222222222222222,0.0,0,0
4,19,mobile,EU,1,11,12,0,0,25-34,F,US,food,5,video,1.8,0.26,0.3235294117647059,0.0,0,0
4,19,desktop,EU,1,10,23,0,0,25-34,F,US,food,5,video,1.8,0.26,0.3235294117647059,0.0,0,0
4,10,desktop,US,7,6,7,1,0,25-34,F,US,tech,3,carousel,2.8,0.26,0.24242424242424243,0.7647058823529411,1,1
4,5,mobile,Asia,6,1,9,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,2,mobile,EU,1,5,10,0,0,25-34,F,US,shoes,1,video,2.5,0.26,0.22727272727272727,0.0,0,0
4,6,mobile,EU,3,9,16,0,0,25-34,F,US,shoes,2,carousel,1.5,0.26,0.16666666666666666,0.0,0,0
4,6,mobile,Asia,4,5,23,0,0,25-34,F,US,shoes,2,carousel,1.5,0.26,0.16666666666666666,0.0,0,0
4,4,mobile,US,7,4,21,0,0,25-34,F,US,shoes,2,image,1.0,0.26,0.20689655172413793,0.0,0,0
4,13,tablet,Asia,3,2,12,1,0,25-34,F,US,tech,4,carousel,2.5,0.26,0.3888888888888889,0.7647058823529411,1,1
4,15,mobile,EU,3,10,12,0,0,25-34,F,US,food,5,image,0.8,0.26,0.2692307692307692,0.0,0,0
4,12,mobile,US,1,10,17,1,0,25-34,F,US,tech,4,video,4.8,0.26,0.4230769230769231,0.7647058823529411,1,1
4,3,mobile,US,6,5,20,0,0,25-34,F,US,shoes,1,carousel,1.8,0.26,0.4411764705882353,0.0,0,0
4,5,mobile,US,4,2,3,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,18,mobile,US,6,12,22,0,0,25-34,F,US,food,5,image,0.9,0.26,0.20689655172413793,0.0,0,0
4,14,mobile,EU,4,11,3,1,0,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
4,9,mobile,US,4,8,7,0,0,25-34,F,US,tech,3,image,3.2,0.26,0.2,0.7647058823529411,1,1
4,4,tablet,US,6,6,1,0,0,25-34,F,US,shoes,2,image,1.0,0.26,0.20689655172413793,0.0,0,0
4,7,tablet,Asia,7,8,2,0,0,25-34,F,US,shoes,2,image,1.3,0.26,0.2222222222222222,0.0,0,0
4,20,tablet,US,3,4,4,0,0,25-34,F,US,food,5,carousel,1.1,0.26,0.34782608695652173,0.0,0,0
4,7,mobile,EU,2,10,6,0,0,25-34,F,US,shoes,2,image,1.3,0.26,0.2222222222222222,0.0,0,0
4,8,mobile,US,5,1,8,1,1,25-34,F,US,tech,3,video,4.5,0.26,0.25,0.7647058823529411,1,1
4,5,mobile,EU,1,11,0,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,12,desktop,US,3,1,5,1,1,25-34,F,US,tech,4,video,4.8,0.26,0.4230769230769231,0.7647058823529411,1,1
4,14,mobile,EU,4,8,11,1,1,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
4,17,mobile,EU,6,11,16,0,0,25-34,F,US,food,5,carousel,1.2,0.26,0.25,0.0,0,0
4,1,mobile,US,4,7,21,0,0,25-34,F,US,shoes,1,image,1.2,0.26,0.35294117647058826,0.0,0,0
4,15,mobile,US,5,3,2,0,0,25-34,F,US,food,5,image,0.8,0.26,0.2692307692307692,0.0,0,0
4,20,mobile,EU,3,7,19,0,0,25-34,F,US,food,5,carousel,1.1,0.26,0.34782608695652173,0.0,0,0
4,15,mobile,US,7,12,3,0,0,25-34,F,US,food,5,image,0.8,0.26,0.2692307692307692,0.0,0,0
4,18,desktop,US,4,4,13,0,0,25-34,F,US,food,5,image,0.9,0.26,0.20689655172413793,0.0,0,0
4,15,mobile,EU,3,7,10,0,0,25-34,F,US,food,5,image,0.8,0.26,0.2692307692307692,0.0,0,0
4,12,tablet,EU,4,2,2,0,0,25-34,F,US,tech,4,video,4.8,0.26,0.4230769230769231,0.7647058823529411,1,1
4,3,mobile,EU,3,3,17,0,0,25-34,F,US,shoes,1,carousel,1.8,0.26,0.4411764705882353,0.0,0,0
4,18,mobile,EU,4,6,21,0,0,25-34,F,US,food,5,image,0.9,0.26,0.20689655172413793,0.0,0,0
4,14,desktop,EU,3,10,9,1,0,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
4,7,mobile,US,7,2,11,0,0,25-34,F,US,shoes,2,image,1.3,0.26,0.2222222222222222,0.0,0,0
4,12,mobile,US,2,7,17,0,0,25-34,F,US,tech,4,video,4.8,0.26,0.4230769230769231,0.7647058823529411,1,1
4,20,mobile,EU,1,10,21,0,0,25-34,F,US,food,5,carousel,1.1,0.26,0.34782608695652173,0.0,0,0
4,9,mobile,US,7,5,10,1,1,25-34,F,US,tech,3,image,3.2,0.26,0.2,0.7647058823529411,1,1
4,5,mobile,US,2,12,20,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,3,desktop,US,4,8,10,0,0,25-34,F,US,shoes,1,carousel,1.8,0.26,0.4411764705882353,0.0,0,0
4,10,desktop,EU,5,10,2,0,0,25-34,F,US,tech,3,carousel,2.8,0.26,0.24242424242424243,0.7647058823529411,1,1
4,5,mobile,EU,6,2,8,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,14,mobile,US,3,4,16,1,1,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
4,10,mobile,EU,5,11,9,1,1,25-34,F,US,tech,3,carousel,2.8,0.26,0.24242424242424243,0.7647058823529411,1,1
4,20,mobile,US,2,3,8,0,0,25-34,F,US,food,5,carousel,1.1,0.26,0.34782608695652173,0.0,0,0
4,4,mobile,EU,2,3,12,0,0,25-34,F,US,shoes,2,image,1.0,0.26,0.20689655172413793,0.0,0,0
4,8,mobile,Asia,7,6,2,1,0,25-34,F,US,tech,3,video,4.5,0.26,0.25,0.7647058823529411,1,1
4,14,mobile,Asia,7,6,18,1,0,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
5,14,mobile,US,3,3,19,1,0,18-24,M,Japan,tech,4,image,3.0,0.34,0.5,0.8823529411764706,1,1
5,12,mobile,Asia,2,7,18,1,1,18-24,M,Japan,tech,4,video,4.8,0.34,0.4230769230769231,0.8823529411764706,1,1
5,10,desktop,US,7,3,2,1,1,18-24,M,Japan,tech,3,carousel,2.8,0.34,0.24242424242424243,0.8823529411764706,1,1
5,17,mobile,EU,3,12,20,0,0,18-24,M,Japan,food,5,carousel,1.2,0.34,0.25,0.058823529411764705,0,0
5,8,mobile,US,2,10,4,1,0,18-24,M,Japan,tech,3,video,4.5,0.34,0.25,0.8823529411764706,1,1
5,6,tablet,EU,4,10,18,0,0,18-24,M,Japan,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.0625,0,0
5,19,mobile,Asia,3,11,10,0,0,18-24,M,Japan,food,5,video,1.8,0.34,0.3235294117647059,0.058823529411764705,0,0
5,3,mobile,EU,7,5,18,1,0,18-24,M,Japan,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.0625,0,0
5,10,mobile,US,3,5,2,1,0,18-24,M,Japan,tech,3,carousel,2.8,0.34,0.24242424242424243,0.8823529411764706,1,1
5,3,mobile,EU,4,10,17,0,0,18-24,M,Japan,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.0625,0,0
5,2,mobile,Asia,6,4,10,0,0,18-24,M,Japan,shoes,1,video,2.5,0.34,0.22727272727272727,0.0625,0,0
5,17,mobile,US,1,6,22,1,0,18-24,M,Japan,food,5,carousel,1.2,0.34,0.25,0.058823529411764705,0,0
5,2,mobile,US,4,9,16,0,0,18-24,M,Japan,shoes,1,video,2.5,0.34,0.22727272727272727,0.0625,0,0
5,12,mobile,US,4,6,21,1,0,18-24,M,Japan,tech,4,video,4.8,0.34,0.4230769230769231,0.8823529411764706,1,1
5,11,mobile,US,6,7,9,1,0,18-24,M,Japan,tech,4,image,3.5,0.34,0.2916666666666667,0.8823529411764706,1,1
5,20,desktop,US,5,11,4,0,0,18-24,M,Japan,food,5,carousel,1.1,0.34,0.34782608695652173,0.058823529411764705,0,0
